1,"Nemmen li huwa baġit tajjeb, imma nies bħali ta' aktar minn 50 sena ma ssibx min jimpjegak, minkejja li l-gvern ta' inċentivi tajbin għal min iħaddimna."
0,"Nippremjaw lil min ilu jikser il-liġi snin u jaqla l-eluf minn propjeta mibnija illegalment, billi ntuh post aħjar."
0,Xi cuc irrid jitfacca b'kritika ta' din ix-xorta.
0,"Ms. Metzola, ara jekk Ms. Mizzi jkollhiex ċans tagħtik ftit lezzjonijiet fuq kif għandek taġixxi biex ma tirredikolax ruħek u fl-istess ħin tagħmel xi ftit ġid kif suppost qegħda hemm biex tagħmel."
1,Naf ċert li int qegħda hemm fejn il-Mulej tkompli tferraħ lil qrabatna li marru jiltaqgħu mal-Mulej ukoll.
1,Ma nemminx li min ikun ser jikkommetti reati bħal dawn ikollu l-benedizzjoni mill-partit li jappoġġa.
1,Sewwa jgħid il-Malti - Kelb rieqed la tqajmhux . Prosit Gonzi. Aħna warajk
0,"Kull meta joħroġ il-ħama ta' żmien il-partit negattiv kattiv, dejjem jippruvaw jivvintaw xi ħaġa bħal mozzjoni fil-parlament, biex ir-riħa tinten ta' fuqhom jitfgħuha fuq ħaddieħor."
1,Malta għandha xorti li għandna lil Alfred Sant fil-Parlament Ewropew. Dan intelliġenti u struwit; espert f'dak kollu li hu Ewropew.
0,Min jagħmel din il-krudelta j'Alla jesperjenza l-istess krudelta ħalli jitgħallem. Ġibu ritratt sew tal-kelba ħalli min jagħrafha u jista jgħid ta' min hi jinforma il-ġustizzja.
1,Grazzi ta' kemm ferraħtna tul dawn il-ħamsin sena.
0,Dan kien eżempju klassiku tal-istrateġija qarrieqa tal-partit. Imisshom jistħu.
0,"Ma sar xejn fuq il-mina bejn Għawdex u Malta, il-Gvern weħel fil-fażi ta’ studji #gvernblapjan"
0,Jiena ma ngħidx li l-kobba mħabbla... Jiena ngħid li dawn qed jitħabblu fil-kobba tagħhom stess!
1,Prosit tassew lil kull min ħa sehem f'din il-biċċa xogħol li qabdu lil dawn in-nies li jistaw jeqirdu lil uliedna.
0,Il-broadcasting tal-Parlament qata qalbu u waqaf għax għal kull mistoqsija Dr.Gonzi kellu risposta li kemm Owen u Zammit Lewis spiċċaw jaħbtu ras ma' ras u ma jafux x'ser isaqsu iktar. Tgħid għalhekk waqaf il-broadcasting?
0,"Kien hemm żmien meta ħafna kienu jistennew tnaqqis ta' taxxi li tiġi mħabbra fil-budget. Illum nifirħu jekk it-taxxi jibqgħu kif inhuma. L-effett tal-propaganda politika qarrieqa tinħass. Il-poplu kuntent jibqa' fil-miżerja li jinsab fiha, maqbud got-traffiku u bil-bini bla rażan inaqqar b'rata mgħaġġla mill-ftit spazji miftuħa li għad fadal. Is-sinjur jiffanga u jistagħna u l-fqir jifrah b' ħaqq soft drink fil-ġimgħa."
1,Grazzi lil dawn il-persuni kolla li jagħtu dan is-servizz.
0,"Il-poplu jħallas u l-gvern jissparpalja. Kulħadd kuntent, kulħadd ferħan."
0,Naqbel assolutament ma' Mazzola. Jidher li l-gideb minn naħa tal-MEP's Nazzjonalist isir anke hawn Malta biex iħammġu l-MEP's Laburista.
0,"Monsinjuri li tant għalmuna nxerrdu l-paċi u l-imħabba bejnietna, kunu kuraġġużi u ieqfu darba għal dejjem lil min qed jabbuża mir-radju tagħkom u ta' kulħadd."
0,"Oppożizzjoni bla sinsla, flok jikritikaw il-baġit qabduha fuq l-isparatura, u dawn x'iridu jgħidu għal petrol daqs kemm raħsuh huma għax kull xahar jogħla kien u jien għadni ma nsejtx."
0,"Hekk sew! Dawk l-inħawi mdawwrin bil-grounds, u aħna tal-Kottonerta lanqas ground m'hawn fejn nitrenjaw! Bqajna l-istess!!"
0,Aħjar tibdew tagħmlu xi ħaġa għax s'issa ħlief paroli ma smajniex !!!!!!!!!!!!!!!!!!!!!!!
0,Hogwash! Itfaghalhom ic-cicri! Bhahen!
1,L-informazzjoni dwar il-kappelli hija tassew interessanti.
1,"Tajjeb li n-nies jagħmlu użu aħjar mit-transport pubbliku, 'taxis' u forom oħra ta' transport."
0,Possibbli l-knisja lokali ma tħoss li għanda titkellem u tfiehem lil min jemmen bil-ħallieq u tagħti informazzjoni ta' xi jkun ifisser meta tasal tieħu ġurament. Is-serjeta tiegħu?
0,Il-poplu baqgħa jiftakar li Gonzi ivvota bil-qalb favur l-għoli tal-prezzijiet tant li l-poplu tah l-ikbar telfa elettorali li tibqa tissemma fl-istorja ta' Malta.
0,"Hemm ħafna affarijiet li jista jagħmel il-gvern għal din il-kategorija, iżda jidher li ma tantx għandu ċans jaħseb fihom."
0,Nixtieq ngħid xi ħaġa lil din il-mara li ħlist ħelsa minn raġel (jekk tista ssejjaħlu raġel) li ma jiswiex karlin. Issa jmur isib waħda minn dawk il maħmuġin li jħobb jara.
1,"Artiklu miktub bis-sens, u sa ċertu sens apolitiku. Kemm nixtieq naqra u nara iżjed kitba u ħsibijiet hekk, mingħajr ħafna lagħaq żejjed."
1,Nifraħhielha tas-suċċess kemm tal-Fun Run li kienet organizzata professjonali imma anki Rockestra.
0,",Bir ragun titkellem hekk ghax hekk konna imdorrijin that in nazzjonalisti."
