1,"Bola ústretová,milá a komunikatívna .Šikovná slečna.Ďakujem"
1,"dobrá obsluha, pekná baba."
1,"Prijemne vystupovanie, ochota  pomôcť"
1,Za ochotu
1,Ďakujem za rýchle vybavenie a ústretovosť
1,Ochotný personál.
1,"Je vždy milá a ochotná poradiť a pomôcť, ja  chodím najradšej len na túto pobočku a vždy som rada keď ma obsluhuje slečna Michaela."
1,príjemný personál
1,"Vyšiel mi v ústrety a hoci moja požiadavka nebola vybavená ihneď,bude ma kontaktovať a pomôže mi moju požiadavku vybaviť."
1,vzdy volny stojan a prijemny personal
1,Poradil nám lepší variant  pri výbere karty <COMPANY4> voľnosť s využitím internetu.
0,Neskutočne dlhé riešenie ...
1,super ochotna obsluha.
1,ďakujem za vysvetlenie vecí a trpezlivosť :)
0,"zamestnanec ma zle informoval o mojom bonuse a tvrdil mi celkom ine ako jeho kolegyna pred par dnami,,,o den neskor som tam zašla opät tak mi potvrdila ina pracovnička to co kolegyna-tak som nebola spokojná s vašim pracovnikom"
1,"Rýchle vybavenie a takmer bez čakania, dík!"
1,Chýba tam Evo benzín je tam len Evo diesel tankujem tam pravidelne a Evo benzín by som privítal
1,"Všetko mi vysvetlil zrozumiteľne a stručne,bol veľmi milý..."
1,Bola príjemná a rýchlo vybavila moju žiadosť
1,Šikovný mladý muž takto by mali pracovať aj ostatní zamestnanci.
1,"vsetko v poriadku,dakujem"
1,Pekny vecer prajem chcem Vas poprosit som dochodkina uz som vas viac krat poziadala s mojov pladbov chodia mi upomienky za ktore musim zaplatit mam dochodok v mesiaci 25 skor nemozem zaplatit tak vas prosim o vyhovenie mojej poziadavky....Dakujem.
1,super personal ochotny a cistota prevadzky super
1,profesionalna a prijemna
1,"Dobra cena PHM, čistota, príjemná obsluha"
1,"Prijemne vystupovanie,  ochota,  bezproblemove vybavenie"
1,"Dobrý den, mohla by sa zlepšiť čistota wc, nefunkčný dávkovač mydla.... Dakujem."
1,Cista nafta aj benzin super vedenie a obsluha
1,Vdaka za uzasny pristup a ochotu.
1,"Milý,  ochotný,  odborník"
1,prijemny
1,Asistentka Denisa bola super ale čo mi skôr vadí je že na zákazníckej linke keď je predĺžená doba čakania na operátora  mi nepovie koľkí som v poradí iba mi povie že koľko minút budem čakať na operátora bola by super keby som vedel koľko je predomnou volajúcich zákazníkov
1,bola som spokojna
1,spokojnosť
1,Profesionalne  vybaveny som bol
1,Všetko OK
0,Mohol by byt milsi. Nezaskodilo keby sa pri telefonovani usmieval. Pocut to potom v telefóne a aj hlas je príjemnejší.
1,"parada,dakujem.spokojnost."
1,"Príjemné vystupovanie ,fajn prístup ,ústretovosť."
1,"Maximálna spokojnosť,moje požiadavky boli vybavené na profesionálnej úrovni.Želám aj naďalej veľa pracovných úspechov a mnoho spokojných zákazníkov."
1,"Príjemná komunikácia, ochotná, slušná"
1,"Príjemný kolektív, profesionálny prístup, odborné poradenstvo."
1,"Milý a šikovný mladý muž. Vidno , že má prehľad a vyzná sa v odbore v ktorom pracuje :) Bola som veľmi spokojná"
1,"Milá, prívetivá, ústretová"
